9.995088556064555263e-01,9.995089029706324402e-01,9.995089212241552445e-01,9.995089121257215714e-01,9.995088794209996408e-01,9.995088287213235168e-01,9.995087722018304310e-01,9.995087268082523124e-01,9.995087046836675926e-01,9.995087078225238786e-01
9.995090697278300462e-01,9.995091170923756652e-01,9.995091353461215133e-01,9.995091262477172611e-01,9.995090935428084800e-01,9.995090428427341189e-01,9.995089863226621629e-01,9.995089409283769433e-01,9.995089188030211735e-01,9.995089219411069648e-01
9.995093964922663332e-01,9.995094438573751683e-01,9.995094621114269939e-01,9.995094530130059773e-01,9.995094203077369288e-01,9.995093696069865530e-01,9.995093130859983299e-01,9.995092676906661699e-01,9.995092455642587970e-01,9.995092487014080040e-01
9.995097844301071843e-01,9.995098317958804879e-01,9.995098500502731520e-01,9.995098409517950699e-01,9.995098082460541766e-01,9.995097575444645832e-01,9.995097010223731315e-01,9.995096556258221687e-01,9.995096334982442876e-01,9.995096366344249361e-01
9.995101753185400284e-01,9.995102226849800209e-01,9.995102409396978693e-01,9.995102318411320796e-01,9.995101991348812609e-01,9.995101484324152574e-01,9.995100919091998160e-01,9.995100465114372668e-01,9.995100243827378383e-01,9.995100275180499594e-01
9.995105155038223055e-01,9.995105628708401690e-01,9.995105811258243600e-01,9.995105720271535432e-01,9.995105393204241073e-01,9.995104886171662928e-01,9.995104320929589781e-01,9.995103866941557058e-01,9.995103645645325718e-01,9.995103676991871078e-01
9.995107644276722825e-01,9.995108117951087001e-01,9.995108300502678622e-01,9.995108209514874664e-01,9.995107882443706737e-01,9.995107375405017924e-01,9.995106810155549582e-01,9.995106356160089467e-01,9.995106134857715263e-01,9.995106166200589115e-01
9.995108977266706773e-01,9.995109450943248097e-01,9.995109633495492529e-01,9.995109542506667166e-01,9.995109215432931293e-01,9.995108708390549879e-01,9.995108143136959278e-01,9.995107689137784357e-01,9.995107467832985426e-01,9.995107499175465149e-01
9.995109077727049041e-01,9.995109551403648096e-01,9.995109733955448439e-01,9.995109642965744889e-01,9.995109315890896573e-01,9.995108808847451565e-01,9.995108243593211483e-01,9.995107789594207537e-01,9.995107568290763078e-01,9.995107599636060547e-01
9.995108046757329445e-01,9.995108520432083310e-01,9.995108702982475890e-01,9.995108611992084002e-01,9.995108284917492147e-01,9.995107777875403832e-01,9.995107212623675075e-01,9.995106758628317101e-01,9.995106537329543350e-01,9.995106568680389714e-01
